Numero,Area,Centroide_x,Centroide_y
133,1,15.0,25.0
134,1,15.0,26.0
135,1,15.0,236.0
136,1,15.0,237.0
137,1,15.0,238.0
138,1,15.0,239.0
139,1,15.0,240.0
140,1,15.0,241.0
141,1,15.0,242.0
142,1,15.0,243.0
143,1,15.0,244.0
144,1,15.0,245.0
145,1,15.0,246.0
146,1,15.0,247.0
147,1,16.0,15.0
148,1,16.0,16.0
149,1,16.0,17.0
150,1,16.0,18.0
151,1,16.0,19.0
152,1,16.0,20.0
153,1,16.0,21.0
154,1,16.0,22.0
155,1,16.0,23.0
156,1,16.0,24.0
157,1,16.0,25.0
158,1,16.0,26.0
159,1,16.0,27.0
160,1,16.0,234.0
161,1,16.0,235.0
162,1,16.0,236.0
163,1,16.0,237.0
164,1,16.0,238.0
165,1,16.0,239.0
166,1,16.0,240.0
167,1,16.0,241.0
168,1,16.0,242.0
169,1,16.0,243.0
170,1,16.0,244.0
171,1,16.0,245.0
172,1,16.0,246.0
173,1,16.0,247.0
174,1,16.0,248.0
175,1,16.0,249.0
176,1,17.0,15.0
177,1,17.0,16.0
178,1,17.0,17.0
179,1,17.0,18.0
180,1,17.0,19.0
181,1,17.0,20.0
182,1,17.0,21.0
183,1,17.0,22.0
184,1,17.0,23.0
185,1,17.0,24.0
186,1,17.0,25.0
187,1,17.0,26.0
188,1,17.0,27.0
189,1,17.0,28.0
190,1,17.0,233.0
191,1,17.0,234.0
192,1,17.0,235.0
193,1,17.0,236.0
194,1,17.0,237.0
195,1,17.0,238.0
196,1,17.0,239.0
197,1,17.0,240.0
198,1,17.0,241.0
199,1,17.0,242.0
200,1,17.0,243.0
201,1,17.0,244.0
202,1,17.0,245.0
203,1,17.0,246.0
204,1,17.0,247.0
205,1,17.0,248.0
206,1,17.0,249.0
207,1,17.0,250.0
208,1,18.0,16.0
209,1,18.0,17.0
210,1,18.0,18.0
211,1,18.0,19.0
212,1,18.0,20.0
213,1,18.0,21.0
214,1,18.0,22.0
215,1,18.0,23.0
216,1,18.0,24.0
217,1,18.0,25.0
218,1,18.0,26.0
219,1,18.0,27.0
220,1,18.0,28.0
221,1,18.0,29.0
222,1,18.0,232.0
223,1,18.0,233.0
224,1,18.0,234.0
225,1,18.0,235.0
226,1,18.0,236.0
227,1,18.0,237.0
228,1,18.0,238.0
229,1,18.0,239.0
230,1,18.0,240.0
231,1,18.0,241.0
232,1,18.0,242.0
233,1,18.0,243.0
234,1,18.0,244.0
235,1,18.0,245.0
236,1,18.0,246.0
237,1,18.0,247.0
238,1,18.0,248.0
239,1,18.0,249.0
240,1,18.0,250.0
241,1,19.0,17.0
242,1,19.0,18.0
243,1,19.0,19.0
244,1,19.0,20.0
245,1,19.0,21.0
246,1,19.0,22.0
247,1,19.0,23.0
248,1,19.0,24.0
249,1,19.0,25.0
250,1,19.0,26.0
251,1,19.0,27.0
252,1,19.0,28.0
253,1,19.0,29.0
254,1,19.0,231.0
255,1,19.0,232.0
256,1,19.0,233.0
257,1,19.0,234.0
258,1,19.0,235.0
259,1,19.0,236.0
260,1,19.0,237.0
261,1,19.0,238.0
262,1,19.0,239.0
263,1,19.0,240.0
264,1,19.0,241.0
265,1,19.0,242.0
266,1,19.0,243.0
267,1,19.0,244.0
268,1,19.0,245.0
269,1,19.0,246.0
270,1,19.0,247.0
271,1,19.0,248.0
272,1,19.0,249.0
273,1,19.0,250.0
274,1,19.0,251.0
275,1,20.0,17.0
276,1,20.0,18.0
277,1,20.0,19.0
278,1,20.0,20.0
279,1,20.0,21.0
280,1,20.0,22.0
281,1,20.0,23.0
282,1,20.0,24.0
283,1,20.0,25.0
284,1,20.0,26.0
285,1,20.0,27.0
286,1,20.0,28.0
287,1,20.0,29.0
288,1,20.0,30.0
289,1,20.0,230.0
290,1,20.0,231.0
291,1,20.0,232.0
292,1,20.0,233.0
293,1,20.0,234.0
294,1,20.0,235.0
295,1,20.0,236.0
296,1,20.0,237.0
297,1,20.0,238.0
298,1,20.0,239.0
299,1,20.0,240.0
300,1,20.0,241.0
301,1,20.0,242.0
302,1,20.0,243.0
303,1,20.0,244.0
304,1,20.0,245.0
305,1,20.0,246.0
306,1,20.0,247.0
307,1,20.0,248.0
308,1,20.0,249.0
309,1,20.0,250.0
310,1,20.0,251.0
311,1,20.0,252.0
312,1,21.0,18.0
313,1,21.0,19.0
314,1,21.0,20.0
315,1,21.0,21.0
316,1,21.0,22.0
317,1,21.0,23.0
318,1,21.0,24.0
319,1,21.0,25.0
320,1,21.0,26.0
321,1,21.0,27.0
322,1,21.0,28.0
323,1,21.0,29.0
324,1,21.0,30.0
325,1,21.0,230.0
326,1,21.0,231.0
327,1,21.0,232.0
328,1,21.0,233.0
329,1,21.0,234.0
330,1,21.0,235.0
331,1,21.0,236.0
332,1,21.0,237.0
333,1,21.0,238.0
334,1,21.0,239.0
335,1,21.0,240.0
336,1,21.0,241.0
337,1,21.0,242.0
338,1,21.0,243.0
339,1,21.0,244.0
340,1,21.0,245.0
341,1,21.0,246.0
342,1,21.0,247.0
343,1,21.0,248.0
344,1,21.0,249.0
345,1,21.0,250.0
346,1,21.0,251.0
347,1,21.0,252.0
348,1,22.0,19.0
349,1,22.0,20.0
350,1,22.0,21.0
351,1,22.0,22.0
352,1,22.0,23.0
353,1,22.0,24.0
354,1,22.0,25.0
355,1,22.0,26.0
356,1,22.0,27.0
357,1,22.0,28.0
358,1,22.0,29.0
359,1,22.0,30.0
360,1,22.0,31.0
361,1,22.0,229.0
362,1,22.0,230.0
363,1,22.0,231.0
364,1,22.0,232.0
365,1,22.0,233.0
366,1,22.0,234.0
367,1,22.0,235.0
368,1,22.0,236.0
369,1,22.0,237.0
370,1,22.0,238.0
371,1,22.0,239.0
372,1,22.0,240.0
373,1,22.0,241.0
374,1,22.0,242.0
375,1,22.0,243.0
376,1,22.0,244.0
377,1,22.0,245.0
378,1,22.0,246.0
379,1,22.0,247.0
380,1,22.0,248.0
381,1,22.0,249.0
382,1,22.0,250.0
383,1,22.0,251.0
384,1,22.0,252.0
385,1,22.0,253.0
386,1,23.0,19.0
387,1,23.0,20.0
388,1,23.0,21.0
389,1,23.0,22.0
390,1,23.0,23.0
391,1,23.0,24.0
392,1,23.0,25.0
393,1,23.0,26.0
394,1,23.0,27.0
395,1,23.0,28.0
396,1,23.0,29.0
397,1,23.0,30.0
398,1,23.0,31.0
399,1,23.0,229.0
400,1,23.0,230.0
401,1,23.0,231.0
402,1,23.0,232.0
403,1,23.0,233.0
404,1,23.0,234.0
405,1,23.0,235.0
406,1,23.0,236.0
407,1,23.0,237.0
408,1,23.0,238.0
409,1,23.0,239.0
410,1,23.0,240.0
411,1,23.0,241.0
412,1,23.0,242.0
413,1,23.0,243.0
414,1,23.0,244.0
415,1,23.0,245.0
416,1,23.0,246.0
417,1,23.0,247.0
418,1,23.0,248.0
419,1,23.0,249.0
420,1,23.0,250.0
421,1,23.0,251.0
422,1,23.0,252.0
423,1,23.0,253.0
424,1,23.0,254.0
425,1,24.0,20.0
426,1,24.0,21.0
427,1,24.0,22.0
428,1,24.0,23.0
429,1,24.0,24.0
430,1,24.0,25.0
431,1,24.0,26.0
432,1,24.0,27.0
433,1,24.0,28.0
434,1,24.0,29.0
435,1,24.0,30.0
436,1,24.0,31.0
437,1,24.0,32.0
438,1,24.0,228.0
439,1,24.0,229.0
440,1,24.0,230.0
441,1,24.0,231.0
442,1,24.0,232.0
443,1,24.0,233.0
444,1,24.0,234.0
445,1,24.0,235.0
446,1,24.0,236.0
447,1,24.0,237.0
448,1,24.0,238.0
449,1,24.0,239.0
450,1,24.0,240.0
451,1,24.0,241.0
452,1,24.0,242.0
453,1,24.0,243.0
454,1,24.0,244.0
455,1,24.0,245.0
456,1,24.0,246.0
457,1,24.0,247.0
458,1,24.0,248.0
459,1,24.0,249.0
460,1,24.0,250.0
461,1,24.0,251.0
462,1,24.0,252.0
463,1,24.0,253.0
464,1,25.0,21.0
465,1,25.0,22.0
466,1,25.0,23.0
467,1,25.0,24.0
468,1,25.0,25.0
469,1,25.0,26.0
470,1,25.0,27.0
471,1,25.0,28.0
472,1,25.0,29.0
473,1,25.0,30.0
474,1,25.0,31.0
475,1,25.0,32.0
476,1,25.0,228.0
477,1,25.0,229.0
478,1,25.0,230.0
479,1,25.0,231.0
480,1,25.0,232.0
481,1,25.0,233.0
482,1,25.0,234.0
483,1,25.0,235.0
484,1,25.0,236.0
485,1,25.0,237.0
486,1,25.0,238.0
487,1,25.0,239.0
488,1,25.0,240.0
489,1,25.0,241.0
490,1,25.0,242.0
491,1,25.0,243.0
492,1,25.0,244.0
493,1,25.0,245.0
494,1,25.0,246.0
495,1,25.0,247.0
496,1,25.0,248.0
497,1,25.0,249.0
498,1,25.0,250.0
499,1,25.0,251.0
500,1,25.0,252.0
501,1,25.0,253.0
502,1,25.0,254.0
503,1,26.0,21.0
504,1,26.0,22.0
505,1,26.0,23.0
506,1,26.0,24.0
507,1,26.0,25.0
508,1,26.0,26.0
509,1,26.0,27.0
510,1,26.0,28.0
511,1,26.0,29.0
512,1,26.0,30.0
513,1,26.0,31.0
514,1,26.0,32.0
515,1,26.0,227.0
516,1,26.0,228.0
517,1,26.0,229.0
518,1,26.0,230.0
519,1,26.0,231.0
520,1,26.0,232.0
521,1,26.0,233.0
522,1,26.0,234.0
523,1,26.0,235.0
524,1,26.0,236.0
525,1,26.0,237.0
526,1,26.0,238.0
527,1,26.0,239.0
528,1,26.0,240.0
529,1,26.0,241.0
530,1,26.0,242.0
531,1,26.0,243.0
532,1,26.0,244.0
533,1,26.0,245.0
534,1,26.0,246.0
535,1,26.0,247.0
536,1,26.0,248.0
537,1,26.0,249.0
538,1,26.0,250.0
539,1,26.0,251.0
540,1,26.0,252.0
541,1,26.0,253.0
542,1,26.0,254.0
543,1,26.0,255.0
544,1,27.0,22.0
545,1,27.0,23.0
546,1,27.0,24.0
547,1,27.0,25.0
548,1,27.0,26.0
549,1,27.0,27.0
550,1,27.0,28.0
551,1,27.0,29.0
552,1,27.0,30.0
553,1,27.0,31.0
554,1,27.0,32.0
555,1,27.0,33.0
556,1,27.0,227.0
557,1,27.0,228.0
558,1,27.0,229.0
559,1,27.0,230.0
560,1,27.0,231.0
561,1,27.0,232.0
562,1,27.0,233.0
563,1,27.0,234.0
564,1,27.0,235.0
565,1,27.0,236.0
566,1,27.0,237.0
567,1,27.0,238.0
568,1,27.0,239.0
569,1,27.0,240.0
570,1,27.0,241.0
571,1,27.0,242.0
572,1,27.0,243.0
573,1,27.0,244.0
574,1,27.0,245.0
575,1,27.0,246.0
576,1,27.0,247.0
577,1,27.0,248.0
578,1,27.0,249.0
579,1,27.0,250.0
580,1,27.0,251.0
581,1,27.0,252.0
582,1,27.0,253.0
583,1,27.0,254.0
584,1,28.0,22.0
585,1,28.0,23.0
586,1,28.0,24.0
587,1,28.0,25.0
588,1,28.0,26.0
589,1,28.0,27.0
590,1,28.0,28.0
591,1,28.0,29.0
592,1,28.0,30.0
593,1,28.0,31.0
594,1,28.0,32.0
595,1,28.0,33.0
596,1,28.0,226.0
597,1,28.0,227.0
598,1,28.0,228.0
599,1,28.0,229.0
600,1,28.0,230.0
601,1,28.0,231.0
602,1,28.0,232.0
603,1,28.0,233.0
604,1,28.0,234.0
605,1,28.0,235.0
606,1,28.0,236.0
607,1,28.0,237.0
608,1,28.0,238.0
609,1,28.0,239.0
610,1,28.0,240.0
611,1,28.0,241.0
612,1,28.0,242.0
613,1,28.0,243.0
614,1,28.0,244.0
615,1,28.0,245.0
616,1,28.0,246.0
617,1,28.0,247.0
618,1,28.0,248.0
619,1,28.0,249.0
620,1,28.0,250.0
621,1,28.0,251.0
622,1,28.0,252.0
623,1,28.0,253.0
624,1,28.0,254.0
625,1,28.0,255.0
626,1,29.0,23.0
627,1,29.0,24.0
628,1,29.0,25.0
629,1,29.0,26.0
630,1,29.0,27.0
631,1,29.0,28.0
632,1,29.0,29.0
633,1,29.0,30.0
634,1,29.0,31.0
635,1,29.0,32.0
636,1,29.0,33.0
637,1,29.0,226.0
638,1,29.0,227.0
639,1,29.0,228.0
640,1,29.0,229.0
641,1,29.0,230.0
642,1,29.0,231.0
643,1,29.0,232.0
644,1,29.0,233.0
645,1,29.0,234.0
646,1,29.0,235.0
647,1,29.0,236.0
648,1,29.0,237.0
649,1,29.0,238.0
650,1,29.0,239.0
651,1,29.0,240.0
652,1,29.0,241.0
653,1,29.0,242.0
654,1,29.0,243.0
655,1,29.0,244.0
656,1,29.0,245.0
657,1,29.0,246.0
658,1,29.0,247.0
659,1,29.0,248.0
660,1,29.0,249.0
661,1,29.0,250.0
662,1,29.0,251.0
663,1,29.0,252.0
664,1,29.0,253.0
665,1,29.0,254.0
666,1,30.0,23.0
667,1,30.0,24.0
668,1,30.0,25.0
669,1,30.0,26.0
670,1,30.0,27.0
671,1,30.0,28.0
672,1,30.0,29.0
673,1,30.0,30.0
674,1,30.0,31.0
675,1,30.0,32.0
676,1,30.0,33.0
677,1,30.0,34.0
678,1,30.0,226.0
679,1,30.0,227.0
680,1,30.0,228.0
681,1,30.0,229.0
682,1,30.0,230.0
683,1,30.0,231.0
684,1,30.0,232.0
685,1,30.0,233.0
686,1,30.0,234.0
687,1,30.0,235.0
688,1,30.0,236.0
689,1,30.0,237.0
690,1,30.0,238.0
691,1,30.0,239.0
692,1,30.0,240.0
693,1,30.0,241.0
694,1,30.0,242.0
695,1,30.0,243.0
696,1,30.0,244.0
697,1,30.0,245.0
698,1,30.0,246.0
699,1,30.0,247.0
700,1,30.0,248.0
701,1,30.0,249.0
702,1,30.0,250.0
703,1,30.0,251.0
704,1,30.0,252.0
705,1,30.0,253.0
706,1,30.0,255.0
707,1,31.0,24.0
708,1,31.0,25.0
709,1,31.0,26.0
710,1,31.0,27.0
711,1,31.0,28.0
712,1,31.0,29.0
713,1,31.0,30.0
714,1,31.0,31.0
715,1,31.0,32.0
716,1,31.0,33.0
717,1,31.0,34.0
718,1,31.0,225.0
719,1,31.0,226.0
720,1,31.0,227.0
721,1,31.0,228.0
722,1,31.0,229.0
723,1,31.0,230.0
724,1,31.0,231.0
725,1,31.0,232.0
726,1,31.0,233.0
727,1,31.0,234.0
728,1,31.0,235.0
729,1,31.0,236.0
730,1,31.0,237.0
731,1,31.0,238.0
732,1,31.0,239.0
733,1,31.0,240.0
734,1,31.0,241.0
735,1,31.0,242.0
736,1,31.0,243.0
737,1,31.0,244.0
738,1,31.0,245.0
739,1,31.0,246.0
740,1,31.0,247.0
741,1,31.0,248.0
742,1,31.0,249.0
743,1,31.0,250.0
744,1,31.0,251.0
745,1,31.0,252.0
746,1,31.0,253.0
747,1,31.0,254.0
748,1,32.0,25.0
749,1,32.0,26.0
750,1,32.0,27.0
751,1,32.0,28.0
752,1,32.0,29.0
753,1,32.0,30.0
754,1,32.0,31.0
755,1,32.0,32.0
756,1,32.0,33.0
757,1,32.0,34.0
758,1,32.0,225.0
759,1,32.0,226.0
760,1,32.0,227.0
761,1,32.0,228.0
762,1,32.0,229.0
763,1,32.0,230.0
764,1,32.0,231.0
765,1,32.0,232.0
766,1,32.0,233.0
767,1,32.0,234.0
768,1,32.0,235.0
769,1,32.0,236.0
770,1,32.0,237.0
771,1,32.0,238.0
772,1,32.0,239.0
773,1,32.0,240.0
774,1,32.0,241.0
775,1,32.0,242.0
776,1,32.0,243.0
777,1,32.0,244.0
778,1,32.0,245.0
779,1,32.0,246.0
780,1,32.0,247.0
781,1,32.0,248.0
782,1,32.0,249.0
783,1,32.0,250.0
784,1,32.0,251.0
785,1,32.0,252.0
786,1,33.0,25.0
787,1,33.0,26.0
788,1,33.0,27.0
789,1,33.0,28.0
790,1,33.0,29.0
791,1,33.0,30.0
792,1,33.0,31.0
793,1,33.0,32.0
794,1,33.0,33.0
795,1,33.0,34.0
796,1,33.0,35.0
797,1,33.0,225.0
798,1,33.0,226.0
799,1,33.0,227.0
800,1,33.0,228.0
801,1,33.0,229.0
802,1,33.0,230.0
803,1,33.0,231.0
804,1,33.0,232.0
805,1,33.0,233.0
806,1,33.0,234.0
807,1,33.0,235.0
808,1,33.0,236.0
809,1,33.0,237.0
810,1,33.0,238.0
811,1,33.0,239.0
812,1,33.0,240.0
813,1,33.0,241.0
814,1,33.0,242.0
815,1,33.0,243.0
816,1,33.0,244.0
817,1,33.0,245.0
818,1,33.0,246.0
819,1,33.0,247.0
820,1,33.0,248.0
821,1,33.0,249.0
822,1,33.0,250.0
823,1,33.0,251.0
824,1,33.0,252.0
825,1,34.0,26.0
826,1,34.0,27.0
827,1,34.0,28.0
828,1,34.0,29.0
829,1,34.0,30.0
830,1,34.0,31.0
831,1,34.0,32.0
832,1,34.0,33.0
833,1,34.0,34.0
834,1,34.0,35.0
835,1,34.0,36.0
836,1,34.0,37.0
837,1,34.0,41.0
838,1,34.0,42.0
839,1,34.0,43.0
840,1,34.0,44.0
841,1,34.0,225.0
842,1,34.0,226.0
843,1,34.0,227.0
844,1,34.0,228.0
845,1,34.0,229.0
846,1,34.0,230.0
847,1,34.0,231.0
848,1,34.0,232.0
849,1,34.0,233.0
850,1,34.0,234.0
851,1,34.0,235.0
852,1,34.0,236.0
853,1,34.0,237.0
854,1,34.0,238.0
855,1,34.0,239.0
856,1,34.0,240.0
857,1,34.0,241.0
858,1,34.0,242.0
859,1,34.0,243.0
860,1,34.0,244.0
861,1,34.0,245.0
862,1,34.0,246.0
863,1,34.0,247.0
864,1,34.0,248.0
865,1,34.0,249.0
866,1,34.0,250.0
867,1,34.0,251.0
868,1,35.0,27.0
869,1,35.0,28.0
870,1,35.0,29.0
871,1,35.0,30.0
872,1,35.0,31.0
873,1,35.0,32.0
874,1,35.0,33.0
875,1,35.0,34.0
876,1,35.0,35.0
877,1,35.0,36.0
878,1,35.0,37.0
879,1,35.0,38.0
880,1,35.0,39.0
881,1,35.0,40.0
882,1,35.0,41.0
883,1,35.0,42.0
884,1,35.0,43.0
885,1,35.0,44.0
886,1,35.0,45.0
887,1,35.0,46.0
888,1,35.0,47.0
889,1,35.0,225.0
890,1,35.0,226.0
891,1,35.0,227.0
892,1,35.0,228.0
893,1,35.0,229.0
894,1,35.0,230.0
895,1,35.0,231.0
896,1,35.0,232.0
897,1,35.0,233.0
898,1,35.0,234.0
899,1,35.0,235.0
900,1,35.0,236.0
901,1,35.0,237.0
902,1,35.0,238.0
903,1,35.0,239.0
904,1,35.0,240.0
905,1,35.0,241.0
906,1,35.0,242.0
907,1,35.0,243.0
908,1,35.0,244.0
909,1,35.0,245.0
910,1,35.0,246.0
911,1,35.0,247.0
912,1,35.0,248.0
913,1,35.0,249.0
914,1,35.0,250.0
915,1,35.0,251.0
916,1,36.0,28.0
917,1,36.0,29.0
918,1,36.0,30.0
919,1,36.0,31.0
920,1,36.0,32.0
921,1,36.0,33.0
922,1,36.0,34.0
923,1,36.0,35.0
924,1,36.0,36.0
925,1,36.0,37.0
926,1,36.0,38.0
927,1,36.0,39.0
928,1,36.0,40.0
929,1,36.0,41.0
930,1,36.0,42.0
931,1,36.0,43.0
932,1,36.0,44.0
933,1,36.0,45.0
934,1,36.0,46.0
935,1,36.0,47.0
936,1,36.0,48.0
937,1,36.0,225.0
938,1,36.0,226.0
939,1,36.0,227.0
940,1,36.0,228.0
941,1,36.0,229.0
942,1,36.0,230.0
943,1,36.0,231.0
944,1,36.0,232.0
945,1,36.0,233.0
946,1,36.0,234.0
947,1,36.0,235.0
948,1,36.0,236.0
949,1,36.0,237.0
950,1,36.0,238.0
951,1,36.0,239.0
952,1,36.0,240.0
953,1,36.0,241.0
954,1,36.0,242.0
955,1,36.0,243.0
956,1,36.0,244.0
957,1,36.0,245.0
958,1,36.0,246.0
959,1,36.0,247.0
960,1,36.0,248.0
961,1,36.0,249.0
962,1,36.0,250.0
963,1,36.0,251.0
964,1,37.0,30.0
965,1,37.0,31.0
966,1,37.0,32.0
967,1,37.0,33.0
968,1,37.0,34.0
969,1,37.0,35.0
970,1,37.0,36.0
971,1,37.0,37.0
972,1,37.0,38.0
973,1,37.0,39.0
974,1,37.0,40.0
975,1,37.0,41.0
976,1,37.0,42.0
977,1,37.0,43.0
978,1,37.0,44.0
979,1,37.0,45.0
980,1,37.0,46.0
981,1,37.0,47.0
982,1,37.0,48.0
983,1,37.0,49.0
984,1,37.0,224.0
985,1,37.0,225.0
986,1,37.0,226.0
987,1,37.0,227.0
988,1,37.0,228.0
989,1,37.0,229.0
990,1,37.0,230.0
991,1,37.0,231.0
992,1,37.0,232.0
993,1,37.0,233.0
994,1,37.0,234.0
995,1,37.0,235.0
996,1,37.0,236.0
997,1,37.0,237.0
998,1,37.0,238.0
999,1,37.0,239.0
1000,1,37.0,240.0
1001,1,37.0,241.0
1002,1,37.0,242.0
1003,1,37.0,243.0
1004,1,37.0,244.0
1005,1,37.0,245.0
1006,1,37.0,246.0
1007,1,37.0,247.0
1008,1,37.0,248.0
1009,1,37.0,249.0
1010,1,37.0,250.0
1011,1,37.0,251.0
1012,1,38.0,35.0
1013,1,38.0,36.0
1014,1,38.0,37.0
1015,1,38.0,38.0
1016,1,38.0,39.0
1017,1,38.0,40.0
1018,1,38.0,41.0
1019,1,38.0,42.0
1020,1,38.0,43.0
1021,1,38.0,44.0
1022,1,38.0,45.0
1023,1,38.0,46.0
1024,1,38.0,47.0
1025,1,38.0,48.0
1026,1,38.0,49.0
1027,1,38.0,50.0
1028,1,38.0,224.0
1029,1,38.0,225.0
1030,1,38.0,226.0
1031,1,38.0,227.0
1032,1,38.0,228.0
1033,1,38.0,229.0
1034,1,38.0,230.0
1035,1,38.0,231.0
1036,1,38.0,232.0
1037,1,38.0,233.0
1038,1,38.0,234.0
1039,1,38.0,235.0
1040,1,38.0,236.0
1041,1,38.0,237.0
1042,1,38.0,238.0
1043,1,38.0,239.0
1044,1,38.0,240.0
1045,1,38.0,241.0
1046,1,38.0,242.0
1047,1,38.0,243.0
1048,1,38.0,244.0
1049,1,38.0,245.0
1050,1,38.0,246.0
1051,1,38.0,247.0
1052,1,38.0,248.0
1053,1,38.0,249.0
1054,1,38.0,250.0
1055,1,39.0,36.0
1056,1,39.0,37.0
1057,1,39.0,38.0
1058,1,39.0,39.0
1059,1,39.0,40.0
1060,1,39.0,41.0
1061,1,39.0,42.0
1062,1,39.0,43.0
1063,1,39.0,44.0
1064,1,39.0,45.0
1065,1,39.0,46.0
1066,1,39.0,47.0
1067,1,39.0,48.0
1068,1,39.0,49.0
1069,1,39.0,50.0
1070,1,39.0,51.0
1071,1,39.0,224.0
1072,1,39.0,225.0
1073,1,39.0,226.0
1074,1,39.0,227.0
1075,1,39.0,228.0
1076,1,39.0,229.0
1077,1,39.0,230.0
1078,1,39.0,231.0
1079,1,39.0,232.0
1080,1,39.0,233.0
1081,1,39.0,234.0
1082,1,39.0,235.0
1083,1,39.0,236.0
1084,1,39.0,237.0
1085,1,39.0,238.0
1086,1,39.0,239.0
1087,1,39.0,240.0
1088,1,39.0,241.0
1089,1,39.0,242.0
1090,1,39.0,243.0
1091,1,39.0,244.0
1092,1,39.0,245.0
1093,1,39.0,246.0
1094,1,39.0,247.0
1095,1,39.0,248.0
1096,1,39.0,249.0
1097,1,39.0,250.0
1098,1,40.0,36.0
1099,1,40.0,37.0
1100,1,40.0,38.0
1101,1,40.0,39.0
1102,1,40.0,40.0
1103,1,40.0,41.0
1104,1,40.0,42.0
1105,1,40.0,43.0
1106,1,40.0,44.0
1107,1,40.0,45.0
1108,1,40.0,46.0
1109,1,40.0,47.0
1110,1,40.0,48.0
1111,1,40.0,49.0
1112,1,40.0,50.0
1113,1,40.0,51.0
1114,1,40.0,52.0
1115,1,40.0,224.0
1116,1,40.0,225.0
1117,1,40.0,226.0
1118,1,40.0,227.0
1119,1,40.0,228.0
1120,1,40.0,229.0
1121,1,40.0,230.0
1122,1,40.0,231.0
1123,1,40.0,232.0
1124,1,40.0,233.0
1125,1,40.0,234.0
1126,1,40.0,235.0
1127,1,40.0,236.0
1128,1,40.0,237.0
1129,1,40.0,238.0
1130,1,40.0,239.0
1131,1,40.0,240.0
1132,1,40.0,241.0
1133,1,40.0,242.0
1134,1,40.0,243.0
1135,1,40.0,244.0
1136,1,40.0,245.0
1137,1,40.0,246.0
1138,1,40.0,247.0
1139,1,40.0,248.0
1140,1,40.0,249.0
1141,1,40.0,250.0
1142,1,41.0,36.0
1143,1,41.0,37.0
1144,1,41.0,38.0
1145,1,41.0,39.0
1146,1,41.0,40.0
1147,1,41.0,41.0
1148,1,41.0,42.0
1149,1,41.0,43.0
