Numero,Area,Centroide_x,Centroide_y
1,391,6.145780051150895,14.322250639386189
2,676,10.838757396449704,137.72189349112426
3,305,6.740983606557377,213.27868852459017
4,919,30.899891186071816,109.39173014145811
5,838,46.03579952267303,150.29116945107398
6,1488,59.22513440860215,40.098118279569896
7,62,48.11290322580645,3.0161290322580645
8,292,103.1472602739726,21.972602739726028
9,405,104.91851851851852,244.52592592592592
10,1173,132.94288150042627,86.74680306905371
11,1874,146.12166488794023,152.0741728922092
12,89,142.17977528089887,252.14606741573033
13,677,174.29246676514032,206.6218611521418
14,522,197.59003831417624,24.28927203065134
15,1822,216.0482985729967,156.93798024149285
16,748,211.3596256684492,226.7927807486631
17,422,227.03080568720378,37.11848341232228
18,431,230.71925754060325,94.39443155452436
19,302,245.8112582781457,248.39403973509934
20,316,246.43037974683546,10.623417721518987
21,102,251.58823529411765,173.5392156862745
22,1,255.0,160.0
